Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,2812.68,468,0.69550749
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,5754,822,0.73142857
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,14642.04,2116,0.66327916
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,1275,255,0.61
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q2 2013,2500,500,0.642
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,6555,1311,0.63
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,6966,1161,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,5805.1,168,0.59368142
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,1485.32,284,0.63288719
United States,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q2 2013,1500,250,0.54
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,56495.55,129,0.49537618
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q2 2013,153020.92,206,0.45368999
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,91605.91,181,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q2 2013,75166.73,89,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q2 2013,286374.08,248,0.50847297
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,308780.4,467,0.48336358
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q2 2013,188592.58,146,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,71818.24,83,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q2 2013,55860.3,765,0.61106546
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q2 2013,45190.16,536,0.51132724
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,0,206,
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,11197.2,1085,0.72868217
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q2 2013,36748.58,2944,0.51932837
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,8011.5,763,0.75714286
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q2 2013,17350.2,1428,0.34814815
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q2 2013,40972.32,769,0.34365616
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q2 2013,120390.3,835,0.4798169
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q2 2013,307021.26,852,0.30623697
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2013,Q2 2013,453152.7,819,0.2904934
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 6,2013,Q2 2013,45046.53,57,0.37997444
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,63079.83,737,0.29898353
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,85507.37,613,0.38346835
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,38973.9,2265,0.50892136
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q2 2013,36726.2,370,0.3426355
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q2 2013,86163.6,1180,0.2810189
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,119269.38,402,0.28096667
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q2 2013,65811.93,2193,0.50016661
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q2 2013,61276.51,4287,0.5277595
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,43966.44,1673,0.36567732
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly 4,2013,Q2 2013,20223.85,701,0.37608319
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q2 2013,12234.94,461,0.33006782
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q2 2013,98966.64,2970,0.43761049
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q2 2013,3494.05,67,0.44870566
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q2 2013,39436.92,1287,0.34731211
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,10487.42,163,0.36851104
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,17033.88,2898,0.68355536
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q2 2013,15818.74,2311,0.64645604
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,1435,287,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q2 2013,7260,1452,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,1260,210,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q2 2013,10971,477,0.60869565
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q2 2013,2166,361,0.52833333
United States,Web,Warehouse Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,44994.56,52,0.51345229
United States,Web,Warehouse Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,41012.4,239,0.46503497
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q2 2013,31500.12,2582,0.3508139
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q2 2013,23133.44,992,0.31689537
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q2 2013,108138.38,2041,0.33997744
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q2 2013,151326.44,1228,0.35437799
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q2 2013,279092,4400,0.26880025
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q2 2013,109288.44,758,0.4798169
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q2 2013,11490.57,1449,0.48675914
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q2 2013,75488.66,4076,0.46005135
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q2 2013,575683.85,931,0.35958599
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2013,Q2 2013,124865.82,158,0.37997444
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,343900.62,4018,0.29898353
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,196262.43,1407,0.38346835
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q2 2013,285347.6,2360,0.56537921
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q2 2013,19282.56,484,0.50401606
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q2 2013,37421.02,377,0.3426355
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q2 2013,252020.16,3408,0.2900568
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q2 2013,197724.8,728,0.38637703
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,47915.52,136,0.39449932
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q2 2013,698536.51,1559,0.46686549
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q2 2013,124765.02,5498,0.46307066
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q2 2013,124227.57,1779,0.41028211
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q2 2013,52409.81,3288,0.5294774
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,44101.4,1640,0.38009224
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q2 2013,54169.6,1840,0.38858696
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q2 2013,98141.22,1815,0.43982406
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q2 2013,57831.15,1833,0.36608558
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,26485.74,409,0.37258049
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q2 2013,151104.12,5587,0.52709608
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2013,Q2 2013,15303.55,445,0.5457982
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,5406,901,0.69
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,2355.92,392,0.69550749
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,5026,718,0.73142857
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,6517,931,0.66714286
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,4580,916,0.61
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q2 2013,4510,902,0.608
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q2 2013,2315,463,0.642
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,9685,1937,0.63
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,13458,2243,0.54
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q2 2013,2576,112,0.60869565
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,6473.6,187,0.59443277
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,387.02,74,0.63288719
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q2 2013,1164,194,0.54
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Lite,2013,Q2 2013,71435.09,193,0.32456164
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Peg,2013,Q2 2013,5885.88,3003,0.48979592
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,73511.23,527,0.38346835
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q2 2013,21095.05,535,0.49885874
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,2435.7,138,0.52124646
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q2 2013,62930.84,634,0.3426355
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,176345.33,531,0.35763408
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q2 2013,3546.2,68,0.44870566
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,793.32,132,0.69550749
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,1687,241,0.73142857
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,931,133,0.66714286
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q2 2013,800,160,0.642
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,858,143,0.54
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,4270,122,0.59885714
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q2 2013,1044,174,0.54
United States,Sales visit,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,77517.15,177,0.49537618
United States,Sales visit,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,102486,155,0.48336358
United States,Sales visit,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q2 2013,88959.86,253,0.28900518
United States,Sales visit,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2013,Q2 2013,116645.1,165,0.35779557
United States,Sales visit,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,64192.5,750,0.29898353
United States,Sales visit,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,4680,780,0.69
United States,Sales visit,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q2 2013,11176.34,1646,0.64359352
United States,Sales visit,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q2 2013,2045,409,0.608
United States,Sales visit,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q2 2013,2438,106,0.60869565
United States,Sales visit,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q2 2013,384,64,0.52833333
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,84134.97,983,0.29898353
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,106709.85,765,0.38346835
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,12353.28,192,0.36851104
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q2 2013,39417.78,1461,0.52594514
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q2 2013,43732.36,6986,0.53194888
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q2 2013,29369.2,2468,0.33445378
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q2 2013,65807.04,1248,0.33681016
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q2 2013,133799.04,928,0.4798169
China,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q2 2013,213045.54,594,0.30296593
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2013,Q2 2013,309294.7,559,0.2904934
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2013,Q2 2013,142094.94,201,0.35779557
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 6,2013,Q2 2013,56900.88,72,0.37997444
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,84819.69,991,0.29898353
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,125401.51,899,0.38346835
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,26053.8,1506,0.51156069
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q2 2013,148890,1500,0.3426355
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q2 2013,57174.66,783,0.2810189
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,67051.94,226,0.28096667
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q2 2013,37166.32,1213,0.51044386
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q2 2013,45884.82,3194,0.53013873
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,29762.55,1121,0.37212806
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly 4,2013,Q2 2013,12423.68,422,0.38858696
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q2 2013,16828.47,647,0.31641676
China,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q2 2013,63747.55,1894,0.44321688
China,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q2 2013,23870.24,772,0.35316947
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,12530.28,2131,0.68367347
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,2908.84,484,0.69550749
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,1869,267,0.73142857
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,3430,490,0.66714286
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q2 2013,14091.84,2097,0.63988095
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,3895,779,0.61
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q2 2013,6040,1208,0.608
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q2 2013,3185,637,0.642
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,3414,569,0.54
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q2 2013,10143,441,0.60869565
China,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,3567.2,104,0.59067055
China,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q2 2013,1386,231,0.52833333
China,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,538.69,103,0.63288719
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q2 2013,35212.5,5625,0.53194888
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q2 2013,44715.51,3717,0.34164589
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q2 2013,34196.29,1481,0.31009095
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q2 2013,102280.9,830,0.35437799
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q2 2013,288543.07,4549,0.26880025
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q2 2013,84489.48,586,0.4798169
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q2 2013,341329.2,552,0.35958599
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2013,Q2 2013,357431.8,646,0.2904934
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q2 2013,384575.36,544,0.35779557
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2013,Q2 2013,71126.1,90,0.37997444
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2013,Q2 2013,14578.48,7438,0.48979592
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,113663.52,1328,0.29898353
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q2 2013,439279.5,1731,0.40891847
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q2 2013,31425.71,797,0.49885874
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,13649.7,789,0.51156069
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q2 2013,186387.36,2520,0.29018792
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,67348.63,227,0.28096667
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q2 2013,227058.35,506,0.46765543
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q2 2013,124523.52,5632,0.45725916
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q2 2013,47047.52,2996,0.52239778
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,59677.65,2239,0.37457105
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q2 2013,18204.35,631,0.37608319
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q2 2013,52569.94,971,0.44052457
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q2 2013,19263.16,623,0.35316947
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,28695.64,446,0.36851104
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2013,Q2 2013,11933.33,347,0.5457982
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,5817.68,968,0.69550749
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,4256,608,0.73142857
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,5208,744,0.66714286
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q2 2013,8794.52,1529,0.579263
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,2830,566,0.61
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q2 2013,3285,657,0.608
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,12460.7,2543,0.62244898
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,10170,1695,0.54
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,9912.7,289,0.59067055
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,627.6,120,0.63288719
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q2 2013,2424,404,0.54
China,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,129326.49,1511,0.29898353
China,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,164040.24,1176,0.38346835
China,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q2 2013,109060.82,902,0.56537921
China,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q2 2013,53239.8,1994,0.52097378
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q3 2013,29372.88,2398,0.35341172
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q3 2013,50362.52,2164,0.31551241
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q3 2013,162252.11,3042,0.34436144
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q3 2013,214173.74,1738,0.35437799
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,30710.34,213,0.4798169
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q3 2013,13592.46,716,0.47323737
United States,Web,Department Store,Camping Equipment,Tents,Star Lite,2013,Q3 2013,181435.92,516,0.28900518
United States,Web,Department Store,Camping Equipment,Tents,Star Dome,2013,Q3 2013,32772.55,53,0.35958599
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2013,Q3 2013,302101.8,546,0.2904934
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 3,2013,Q3 2013,101092.42,143,0.35779557
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q3 2013,184994.13,232,0.38549402
United States,Web,Department Store,Camping Equipment,Tents,Star Peg,2013,Q3 2013,8471.92,4272,0.49574595
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q3 2013,226299.96,2644,0.29898353
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q3 2013,280374.9,2010,0.38346835
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,76173.3,630,0.56537921
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q3 2013,40875.84,1026,0.50401606
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q3 2013,29334.26,1977,0.47600928
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,57455.8,594,0.33268878
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q3 2013,130705.8,1790,0.2810189
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q3 2013,185231.2,682,0.38637703
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q3 2013,645450.24,1832,0.39449932
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q3 2013,94483.99,3071,0.51245708
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q3 2013,275549.18,3946,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q3 2013,31971.39,2241,0.52686605
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q3 2013,14364,900,0.53007519
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q3 2013,55833.39,2072,0.38136946
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q3 2013,19194.88,652,0.38858696
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q3 2013,47029.6,1790,0.323273
